date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:49:22	10632/10632	---M--	200	added ('OK')	image/png	etag:%22f5c4344625ab47f09ab4c0464a710b1b%22	https://uploads-ssl.webflow.com/5e60c107afff65126f9a115d/5e60c16546e6b89785cf4c22_h1-single-img-1-250x226.png	C:/My%20Web%20Sites/WebFlow#Cafe/uploads-ssl.webflow.com/5e60c107afff65126f9a115d/5e60c16546e6b89785cf4c22_h1-single-img-1-250x226.png	(from https://homework-5-637780.webflow.io/)
21:49:23	88145/88145	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2027%20Jun%202019%2018:13:30%20GMT	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.4.1.min.220afd743d.js	C:/My%20Web%20Sites/WebFlow#Cafe/d3e54v103j8qbb.cloudfront.net/js/jquery-3.4.1.min.220afd743d.js	(from https://homework-5-637780.webflow.io/)
21:49:23	169103/169103	---M-Z	200	added ('OK')	text/javascript	etag:%22ab6380336e418a5202b51c3172278b5e%22	https://uploads-ssl.webflow.com/5e60c107afff65126f9a115d/js/webflow.631d2da19.js	C:/My%20Web%20Sites/WebFlow#Cafe/uploads-ssl.webflow.com/5e60c107afff65126f9a115d/js/webflow.631d2da19.js	(from https://homework-5-637780.webflow.io/)
21:49:24	181145/181145	---M--	200	added ('OK')	image/jpeg	etag:%220ebe70e7f5b495d6cb3ea8347fee17bf%22	https://uploads-ssl.webflow.com/5e60c107afff65126f9a115d/5e60c18cc15a685ca1f3218e_home-1-slider-image-1.jpg	C:/My%20Web%20Sites/WebFlow#Cafe/uploads-ssl.webflow.com/5e60c107afff65126f9a115d/5e60c18cc15a685ca1f3218e_home-1-slider-image-1.jpg	(from https://uploads-ssl.webflow.com/5e60c107afff65126f9a115d/css/homework-5-637780.webflow.30eab7105.css)
21:49:25	114463/114463	---M--	200	added ('OK')	image/jpeg	etag:%22dfb806a730d431a6c82d11cf70f886f6%22	https://uploads-ssl.webflow.com/5e60c107afff65126f9a115d/5e60c18c016860f84b9430b8_home-1-slider-image-2.jpg	C:/My%20Web%20Sites/WebFlow#Cafe/uploads-ssl.webflow.com/5e60c107afff65126f9a115d/5e60c18c016860f84b9430b8_home-1-slider-image-2.jpg	(from https://uploads-ssl.webflow.com/5e60c107afff65126f9a115d/css/homework-5-637780.webflow.30eab7105.css)
21:49:26	111853/111853	---M--	200	added ('OK')	image/jpeg	etag:%22120cb5a5e15a820d5487f4c984791239%22	https://uploads-ssl.webflow.com/5e60c107afff65126f9a115d/5e60c18cafff653cbb9a1db2_home-1-slider-image-3.jpg	C:/My%20Web%20Sites/WebFlow#Cafe/uploads-ssl.webflow.com/5e60c107afff65126f9a115d/5e60c18cafff653cbb9a1db2_home-1-slider-image-3.jpg	(from https://uploads-ssl.webflow.com/5e60c107afff65126f9a115d/css/homework-5-637780.webflow.30eab7105.css)
21:49:27	118872/118872	---M--	200	added ('OK')	image/jpeg	etag:%22b258ed6ba70fec382ed5b8d66d67ea4f%22	https://uploads-ssl.webflow.com/5e60c107afff65126f9a115d/5e60c166afff65e5f49a149e_h1-bacground-img-1.jpg	C:/My%20Web%20Sites/WebFlow#Cafe/uploads-ssl.webflow.com/5e60c107afff65126f9a115d/5e60c166afff65e5f49a149e_h1-bacground-img-1.jpg	(from https://uploads-ssl.webflow.com/5e60c107afff65126f9a115d/css/homework-5-637780.webflow.30eab7105.css)
21:49:27	114692/114692	---M--	200	added ('OK')	image/jpeg	etag:%22ff3fe5c02065d1dec2149fe8fe0d29ec%22	https://uploads-ssl.webflow.com/5e60c107afff65126f9a115d/5e60c16430fed6853cd7bc71_blog-1-img-2.jpg	C:/My%20Web%20Sites/WebFlow#Cafe/uploads-ssl.webflow.com/5e60c107afff65126f9a115d/5e60c16430fed6853cd7bc71_blog-1-img-2.jpg	(from https://uploads-ssl.webflow.com/5e60c107afff65126f9a115d/css/homework-5-637780.webflow.30eab7105.css)
21:49:28	122649/122649	---M--	200	added ('OK')	image/jpeg	etag:%22489b863acfb722e5437c53229ef95293%22	https://uploads-ssl.webflow.com/5e60c107afff65126f9a115d/5e60c164df9df87f73ebc3a0_blog-1-img-1.jpg	C:/My%20Web%20Sites/WebFlow#Cafe/uploads-ssl.webflow.com/5e60c107afff65126f9a115d/5e60c164df9df87f73ebc3a0_blog-1-img-1.jpg	(from https://uploads-ssl.webflow.com/5e60c107afff65126f9a115d/css/homework-5-637780.webflow.30eab7105.css)
21:49:28	114518/114518	---M--	200	added ('OK')	image/jpeg	etag:%220871dc62017c64aaa8190b317fff79d9%22	https://uploads-ssl.webflow.com/5e60c107afff65126f9a115d/5e60c164df9df8df52ebc39e_blog-1-img-3.jpg	C:/My%20Web%20Sites/WebFlow#Cafe/uploads-ssl.webflow.com/5e60c107afff65126f9a115d/5e60c164df9df8df52ebc39e_blog-1-img-3.jpg	(from https://uploads-ssl.webflow.com/5e60c107afff65126f9a115d/css/homework-5-637780.webflow.30eab7105.css)
21:49:29	151031/151031	---M--	200	added ('OK')	image/jpeg	etag:%223cc06ea72f24f8a186628f06475eb7ff%22	https://uploads-ssl.webflow.com/5e60c107afff65126f9a115d/5e60c1650168606d92942fe2_h1-bacground-img-2.jpg	C:/My%20Web%20Sites/WebFlow#Cafe/uploads-ssl.webflow.com/5e60c107afff65126f9a115d/5e60c1650168606d92942fe2_h1-bacground-img-2.jpg	(from https://uploads-ssl.webflow.com/5e60c107afff65126f9a115d/css/homework-5-637780.webflow.30eab7105.css)
